,Tweets,len,ID,Date,Source,Likes,RT
2020-05-03 17:20:34,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 17:20:19,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:19:51,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:19:50,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 17:19:31,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:19:29,b'#Uttarakannada is green zone forever \xf0\x9f\x98\x8d\n\n#coronavirusindia #Karnataka #KarnatakaFightsCorona https://t.co/Ab5MBKWY50'
2020-05-03 17:17:58,b'Tablighi Jamaat has converted more Green to Orange in last few months than BJP could in 6 years ! #TablighiJamaat\xe2\x80\xa6 https://t.co/Qbx6Xrx1J2'
2020-05-03 17:17:35,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 17:17:21,b'RT @investindia: #IndiaFightsCorona\n\n@RailMinIndia \xe2\x80\x94 supporting India in every possible way to fight the war against #COVID19! \nVisit https\xe2\x80\xa6'
2020-05-03 17:16:34,b'RT @rameshlaus: #Kerala reports Zero new cases today!\n\n#CoronavirusIndia'
2020-05-03 17:14:03,b'RT @rameshlaus: #Kerala reports Zero new cases today!\n\n#CoronavirusIndia'
2020-05-03 17:13:29,b'RT @rameshlaus: #Kerala reports Zero new cases today!\n\n#CoronavirusIndia'
2020-05-03 17:12:07,b'RT @rahconteur: We have come a long way since 2014 -- from #Patel to #petal. #LOCKDOWN2020 #coronavirusindia'
2020-05-03 17:12:05,"b'RT @BloombergQuint: Lockdown was much needed on March 24. Had it not been implemented, it would have been difficult to control the spread o\xe2\x80\xa6'"
2020-05-03 17:11:43,"b""RT @steve_hanke: #Modi's #LockdownWithoutPlan has caused #Unemployment in #India to soar. For the more than 1 in 8 Indians living in extrem\xe2\x80\xa6"""
2020-05-03 17:11:08,b'@DilipGhoshBJP @MamataOfficial I am getting confused now whether Bengal is a part of India or not. @BJP4Bengal\xe2\x80\xa6 https://t.co/rWDPZi4OUo'
2020-05-03 17:10:07,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 17:09:15,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:09:04,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:08:50,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:08:44,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 17:08:28,"b'There are many hypotheses for the less dismal outcome in India based on the impact of climate, benefits of immunisa\xe2\x80\xa6 https://t.co/qeE1kvUglM'"
2020-05-03 17:08:24,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 17:08:16,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:07:55,b'RT @supriyasahuias: Look at the  wonderful way relief material is being  distributed in Manipur. Dignity and respect for everyone in the en\xe2\x80\xa6'
2020-05-03 17:06:52,b'RT @WelfareAayom: It feels great when your efforts get acknowledged. \nGlad to share these clips with you all. Thank you for your never-endi\xe2\x80\xa6'
2020-05-03 17:04:49,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 17:03:48,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:03:40,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 17:02:34,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 17:02:25,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 17:00:34,"b'#Amritsar DC, Shiv Dular Singh Dhillon, on Sunday clerified the district has fallen under #RedZone as the total cas\xe2\x80\xa6 https://t.co/jAV47vT2Bj'"
2020-05-03 17:00:06,b'RT @mkiacma78: @Tanzilkhan320 @DennisCricket_ MC sanghi will come and tell you. You ghaleez #endian #coronavirusindia'
2020-05-03 17:00:05,"b'RT @ipv_official: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi -\xe2\x80\xa6'"
2020-05-03 17:00:05,"b""RT @iyagya: @AamAadmiParty @ArvindKejriwal India spends a paltry 3.7% of it's total GDP into Healthcare. Three point seven percent! It's no\xe2\x80\xa6"""
2020-05-03 16:59:05,"b""Enough of these pls help the poor and needy we don't need these stunts at this juncture we need asylum for poor n n\xe2\x80\xa6 https://t.co/jrjagPC2R7"""
2020-05-03 16:58:24,b'@Tanzilkhan320 @DennisCricket_ MC sanghi will come and tell you. You ghaleez #endian #coronavirusindia'
2020-05-03 16:57:52,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:56:55,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:56:31,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:55:49,b'RT @DDNewsUP: Here are some myths and facts about COVID-19. \n\n#IndiaFightsCorona #StayHome #IndiaFightsCorona #StayAtHome #CoronavirusIndia\xe2\x80\xa6'
2020-05-03 16:55:24,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:55:21,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:55:14,"b""RT @DDNewsUP: Here is a list of DO's &amp; Don'ts  you should follow to protect yourself and others from #COVID19. \n \n#StayHome #IndiaFightsCor\xe2\x80\xa6"""
2020-05-03 16:54:27,b'RT @rameshlaus: #India is still seeing single day highest cases.. Migrants are moving back to native states.. \n\nIs it ok to relax #lockdown\xe2\x80\xa6'
2020-05-03 16:54:25,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:54:11,"b'RT @rameshlaus: Lot of states/UTs are reporting single day record cases today..\n\nTotal crosses 41,000..\n\n#CoronavirusIndia'"
2020-05-03 16:53:18,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:52:40,b'RT @rameshlaus: #India is still seeing single day highest cases.. Migrants are moving back to native states.. \n\nIs it ok to relax #lockdown\xe2\x80\xa6'
2020-05-03 16:52:00,"b'RT @P_Patra1: India reports largest daily increase since #coronavirus outbreak, with 2,644 new cases !!\n\n#CoronavirusIndia'"
2020-05-03 16:51:58,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:51:30,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:51:17,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:50:55,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:50:29,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:50:26,"b'RT @ipv_official: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi -\xe2\x80\xa6'"
2020-05-03 16:49:48,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:49:15,"b'RT @nagachandrakant: #Telangana\nNew cases - 21\nActive cases - 508\nTotal cases - 1,082\n#coronavirusindia'"
2020-05-03 16:48:56,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:48:49,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:48:41,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:48:38,"b'With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\xe2\x80\xa6 https://t.co/Dq2OiZ1i4M'"
2020-05-03 16:48:34,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:48:33,b'RT @datafromindia: Tests performed on large states over the past week in #India\nStates like #WestBengal #Bihar nee to ramp up fast\n\n#Corona\xe2\x80\xa6'
2020-05-03 16:48:20,b'@lfrayer Diary of a Radio Junkie: 1625Days of Waking Up to the News #coronavirus #COVID19 #CoronavirusUSA #pandemic\xe2\x80\xa6 https://t.co/9AmBYRbZLE'
2020-05-03 16:48:11,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:48:07,"b""@AamAadmiParty @ArvindKejriwal India spends a paltry 3.7% of it's total GDP into Healthcare. Three point seven perc\xe2\x80\xa6 https://t.co/xkvrY5Bbhm"""
2020-05-03 16:46:20,"b'RT @rameshlaus: #BREAKING:\n\nHuge spike in #Punjab\n\nNew cases - 331\n\nTotal cases - 1,102 \n\n#CoronavirusIndia'"
2020-05-03 16:46:09,"b""RT @PrathyushaMaha2: @TheDeverakonda I'm happy to say,We Second year Engineering Students from our class collectively Contributed  small am\xe2\x80\xa6"""
2020-05-03 16:45:37,"b'RT @rameshlaus: #Telangana\n\nNew cases - 21\n\nActive cases - 508\n\nTotal cases - 1,082\n\n#CoronavirusIndia'"
2020-05-03 16:45:32,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:45:08,b'@ayesharascoe Diary of a Radio Junkie: 1625Days of Waking Up to the News #coronavirus #COVID19 #CoronavirusUSA\xe2\x80\xa6 https://t.co/kTrDjwt5PV'
2020-05-03 16:44:19,"b'#Telangana\nNew cases - 21\nActive cases - 508\nTotal cases - 1,082\n#coronavirusindia'"
2020-05-03 16:44:16,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:44:09,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:43:57,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:43:36,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:43:22,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:43:20,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:42:39,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:42:39,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:42:35,"b'RT @P_Patra1: India reports largest daily increase since #coronavirus outbreak, with 2,644 new cases !!\n\n#CoronavirusIndia'"
2020-05-03 16:42:33,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:42:30,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:42:29,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:42:01,b'Ministry of Home Affairs should be named as Ministry of clarification affairs. \n\nPeriod. \n\n#coronavirusindia #Lockdown3 #HomeMinistry'
2020-05-03 16:41:54,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:41:50,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:41:42,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:41:40,b'RT @coronavirus_in_: 8 mar - 39 \n2 April  - 2063\n13 april - 9635\n17 april - 13835\n28 april - 29451\n29 april - 31787\n30 arpil - 34780\n1 may\xe2\x80\xa6'
2020-05-03 16:41:32,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:41:19,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:41:10,"b'#Maharashtra \nNew cases - 678\nTotal cases - 12,974 \n#coronavirusindia \n#Maharashtra'"
2020-05-03 16:40:57,"b'RT @rameshlaus: #Coronavirus Tests in #India go past the 1 Million Mark..\n\n1.05 Million..\n\nYesterday alone, #India did 70,000 tests.. \n\n#Co\xe2\x80\xa6'"
2020-05-03 16:40:52,b'8 mar - 39 \n2 April  - 2063\n13 april - 9635\n17 april - 13835\n28 april - 29451\n29 april - 31787\n30 arpil - 34780\n1 m\xe2\x80\xa6 https://t.co/n4bVWWFlNQ'
2020-05-03 16:40:52,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:40:45,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:40:12,"b'#CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:40:06,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:40:03,b'Is it the right time to provide so much relaxations accross zones when the cases of #coronavirusindia are increasin\xe2\x80\xa6 https://t.co/PjTohG4MlQ'
2020-05-03 16:39:41,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:39:40,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:39:31,"b'RT @rameshlaus: #BREAKING:\n\nHuge spike in #Punjab\n\nNew cases - 331\n\nTotal cases - 1,102 \n\n#CoronavirusIndia'"
2020-05-03 16:39:25,"b'RT @rameshlaus: #Coronavirus Tests in #India go past the 1 Million Mark..\n\n1.05 Million..\n\nYesterday alone, #India did 70,000 tests.. \n\n#Co\xe2\x80\xa6'"
2020-05-03 16:39:15,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:39:05,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:38:59,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:38:52,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:38:44,"b'RT @yogendrapal72: UP: Rs 12,000 crore salary bill, Rs 2,000 crore income in April | Lucknow News - Times of India \n\n#coronavirus #coronarv\xe2\x80\xa6'"
2020-05-03 16:38:38,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:38:35,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:38:29,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:38:28,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:38:07,"b'#Delhi\nNew cases - 427 \nTotal cases - 4,549 \n#coronavirusindia \n#DelhiFightsCorona'"
2020-05-03 16:38:06,b'RT @rameshlaus: #Kerala reports Zero new cases today!\n\n#CoronavirusIndia'
2020-05-03 16:37:53,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:37:49,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:37:48,"b'RT @rameshlaus: With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\n\n#Delhi - 42\xe2\x80\xa6'"
2020-05-03 16:37:36,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:37:29,"b'With #WestBengal yet to report, #CoronavirusIndia cases for today, already a new record - 2,600.. \n\nNew Highs:\xe2\x80\xa6 https://t.co/hKS76Y8sDo'"
2020-05-03 16:37:19,b'Diary of a Radio Junkie: 1625 Days of Waking Up to the News #coronavirus #COVID19 #CoronavirusUSA #pandemic #Pelosi\xe2\x80\xa6 https://t.co/YGJ7c9ph1C'
2020-05-03 16:37:00,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:36:29,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:36:04,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:35:38,"b""RT @PrathyushaMaha2: @TheDeverakonda I'm happy to say,We Second year Engineering Students from our class collectively Contributed  small am\xe2\x80\xa6"""
2020-05-03 16:35:16,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:35:00,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:34:58,"b'RT @MyVadodara: 40,000+ confirmed cases in India now.\n\n11,000+ recovered and discharged.\n\n#covid19 #coronavirusindia #CoronaVirusUpdate'"
2020-05-03 16:33:58,"b'RT @BloombergQuint: Lockdown was much needed on March 24. Had it not been implemented, it would have been difficult to control the spread o\xe2\x80\xa6'"
2020-05-03 16:33:46,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:33:16,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:33:07,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:33:05,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:32:53,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:32:47,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:32:42,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:32:33,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:32:29,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:32:22,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:32:19,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:32:08,"b'RT @rameshlaus: #Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:31:46,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:31:39,"b'#Delhi\n\nNew cases - 427 (Record)\n\nTotal cases - 4,549 \n\n#CoronavirusIndia'"
2020-05-03 16:31:14,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:30:53,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:30:44,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:30:37,b'#CoronavirusIndia | Report Generated By Bot https://t.co/jgyoCx0tol'
2020-05-03 16:30:24,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:30:17,"b'RT @rameshlaus: #Telangana\n\nNew cases - 21\n\nActive cases - 508\n\nTotal cases - 1,082\n\n#CoronavirusIndia'"
2020-05-03 16:29:45,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:29:41,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:29:36,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:28:51,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:28:31,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:28:23,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:28:22,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:27:48,"b'India reports largest daily increase since #coronavirus outbreak, with 2,644 new cases !!\n\n#CoronavirusIndia'"
2020-05-03 16:27:45,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:27:37,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:27:06,"b'RT @rameshlaus: #CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:26:55,"b'#CoronavirusIndia Total cases have crossed 42,000..'"
2020-05-03 16:26:51,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:26:42,"b""RT @PrathyushaMaha2: @TheDeverakonda I'm happy to say,We Second year Engineering Students from our class collectively Contributed  small am\xe2\x80\xa6"""
2020-05-03 16:26:36,"b""The situation is worsening day by day. But we don't care we want liquor shops to be open. \xf0\x9f\x91\x8f\n\n#coronavirusindia https://t.co/RLq6Fl0TGl"""
2020-05-03 16:26:12,b'RT @rameshlaus: #Kerala reports Zero new cases today!\n\n#CoronavirusIndia'
2020-05-03 16:25:33,"b'RT @MyVadodara: 40,000+ confirmed cases in India now.\n\n11,000+ recovered and discharged.\n\n#covid19 #coronavirusindia #CoronaVirusUpdate'"
2020-05-03 16:25:27,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:24:35,b'RT @rameshlaus: #Kerala reports Zero new cases today!\n\n#CoronavirusIndia'
2020-05-03 16:24:35,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
2020-05-03 16:24:25,b'Happy Ramadan...Stay Home...Stay Safe...\n\n#ramadan #breakthechain #corona #coronavirusindia #kerala #malayali\xe2\x80\xa6 https://t.co/5eLTPS9cdX'
2020-05-03 16:24:16,"b'Govt. is doing things for Poors \nRich people have money \nMiddle class - no income , no savings  , no govt. Fundings\xe2\x80\xa6 https://t.co/7v7e0xr83T'"
2020-05-03 16:22:51,b'RT @rameshlaus: #Kerala reports Zero new cases today!\n\n#CoronavirusIndia'
2020-05-03 16:22:03,"b'RT @rameshlaus: #Maharashtra \n\nNew cases - 678\n\nTotal cases - 12,974 \n\n#CoronavirusIndia'"
